
Top 7000 Scenarios (Highest Returns):
Rank  K      BuyDTE  Initial S    Final S  Price Buy  Price Sell    Moneyness    Und. Return  Opt. Return
6567  435       80d  556.22  572.91  124.79  140.98          ITM          3.00%       12.97%
6568  490       90d  556.22  567.34   73.03   82.53          ITM          2.00%       13.01%
6569  435       70d  556.22  572.91  124.33  140.53          ITM          3.00%       13.04%
6570  435       60d  556.22  572.91  123.87  140.10          ITM          3.00%       13.10%
6571  480       50d  556.22  567.34   79.02   89.38          ITM          2.00%       13.11%
6572  485       70d  556.22  567.34   75.80   85.75          ITM          2.00%       13.12%
6573  435       50d  556.22  572.91  123.42  139.66          ITM          3.00%       13.15%
6574  495      100d  556.22  567.34   69.63   78.80          ITM          2.00%       13.17%
6575  435       40d  556.22  572.91  122.98  139.22          ITM          3.00%       13.21%
6576  590       30d  556.22  567.34    3.15    3.57          OTM          2.00%       13.26%
6577  435       30d  556.22  572.91  122.54  138.78          ITM          3.00%       13.26%
6578  625       50d  556.22  567.34    1.46    1.65          OTM          2.00%       13.27%
6579  440      100d  556.22  572.91  120.88  136.95          ITM          3.00%       13.30%
6580  435       20d  556.22  572.91  122.10  138.35          ITM          3.00%       13.30%
6581  490       80d  556.22  567.34   72.10   81.72          ITM          2.00%       13.35%
6582  480       40d  556.22  567.34   78.35   88.84          ITM          2.00%       13.38%
6583  440       90d  556.22  572.91  120.37  136.48          ITM          3.00%       13.39%
6584  485       60d  556.22  567.34   74.98   85.07          ITM          2.00%       13.46%
6585  440       80d  556.22  572.91  119.87  136.02          ITM          3.00%       13.48%
6586  495       90d  556.22  567.34   68.63   77.91          ITM          2.00%       13.52%
6587  440       70d  556.22  572.91  119.39  135.57          ITM          3.00%       13.56%
6588  480       30d  556.22  567.34   77.75   88.33          ITM          2.00%       13.60%
6589  400      100d  556.22  578.47  160.21  182.03          ITM          4.00%       13.62%
6590  440       60d  556.22  572.91  118.91  135.13          ITM          3.00%       13.63%
6591  700       90d  556.22  567.34    0.36    0.41          OTM          2.00%       13.64%
6592  500      100d  556.22  567.34   65.39   74.31          ITM          2.00%       13.65%
6593  400       90d  556.22  578.47  159.81  181.63          ITM          4.00%       13.66%
6594  680       80d  556.22  567.34    0.52    0.59          OTM          2.00%       13.68%
6595  400       80d  556.22  578.47  159.41  181.24          ITM          4.00%       13.70%
6596  440       50d  556.22  572.91  118.46  134.68          ITM          3.00%       13.70%
6597  490       70d  556.22  567.34   71.18   80.95          ITM          2.00%       13.72%
6598  400       70d  556.22  578.47  159.01  180.84          ITM          4.00%       13.73%
6599  440       40d  556.22  572.91  118.00  134.24          ITM          3.00%       13.76%
6600  480       20d  556.22  567.34   77.21   87.84          ITM          2.00%       13.76%
6601  400       60d  556.22  578.47  158.61  180.45          ITM          4.00%       13.77%
6602  400       50d  556.22  578.47  158.21  180.05          ITM          4.00%       13.80%
6603  445      100d  556.22  572.91  116.01  132.03          ITM          3.00%       13.80%
6604  440       30d  556.22  572.91  117.56  133.80          ITM          3.00%       13.81%
6605  485       50d  556.22  567.34   74.20   84.44          ITM          2.00%       13.81%
6606  400       40d  556.22  578.47  157.82  179.66          ITM          4.00%       13.84%
6607  440       20d  556.22  572.91  117.11  133.35          ITM          3.00%       13.87%
6608  400       30d  556.22  578.47  157.42  179.26          ITM          4.00%       13.88%
6609  660       70d  556.22  567.34    0.76    0.87          OTM          2.00%       13.88%
6610  495       80d  556.22  567.34   67.63   77.04          ITM          2.00%       13.91%
6611  400       20d  556.22  578.47  157.02  178.87          ITM          4.00%       13.91%
6612  445       90d  556.22  572.91  115.48  131.55          ITM          3.00%       13.92%
6613  445       80d  556.22  572.91  114.96  131.07          ITM          3.00%       14.02%
6614  405      100d  556.22  578.47  155.27  177.08          ITM          4.00%       14.05%
6615  500       90d  556.22  567.34   64.32   73.36          ITM          2.00%       14.05%
6616  405       90d  556.22  578.47  154.86  176.68          ITM          4.00%       14.09%
6617  445       70d  556.22  572.91  114.45  130.61          ITM          3.00%       14.12%
6618  490       60d  556.22  567.34   70.28   80.21          ITM          2.00%       14.13%
6619  405       80d  556.22  578.47  154.46  176.28          ITM          4.00%       14.13%
6620  505      100d  556.22  567.34   61.25   69.92          ITM          2.00%       14.14%
6621  485       40d  556.22  567.34   73.47   83.87          ITM          2.00%       14.16%
6622  405       70d  556.22  578.47  154.05  175.88          ITM          4.00%       14.17%
6623  445       60d  556.22  572.91  113.96  130.16          ITM          3.00%       14.21%
6624  405       60d  556.22  578.47  153.65  175.48          ITM          4.00%       14.21%
6625  405       50d  556.22  578.47  153.24  175.08          ITM          4.00%       14.25%
6626  445       50d  556.22  572.91  113.49  129.71          ITM          3.00%       14.29%
6627  405       40d  556.22  578.47  152.84  174.68          ITM          4.00%       14.29%
6628  405       30d  556.22  578.47  152.44  174.27          ITM          4.00%       14.33%
6629  495       70d  556.22  567.34   66.64   76.20          ITM          2.00%       14.34%
6630  450      100d  556.22  572.91  111.17  127.11          ITM          3.00%       14.34%
6631  640       60d  556.22  567.34    1.16    1.33          OTM          2.00%       14.35%
6632  445       40d  556.22  572.91  113.03  129.26          ITM          3.00%       14.36%
6633  405       20d  556.22  578.47  152.03  173.87          ITM          4.00%       14.37%
6634  445       30d  556.22  572.91  112.58  128.81          ITM          3.00%       14.42%
6635  485       30d  556.22  567.34   72.81   83.34          ITM          2.00%       14.47%
6636  450       90d  556.22  572.91  110.60  126.62          ITM          3.00%       14.48%
6637  445       20d  556.22  572.91  112.12  128.36          ITM          3.00%       14.48%
6638  500       80d  556.22  567.34   63.26   72.42          ITM          2.00%       14.49%
6639  605       40d  556.22  567.34    2.38    2.72          OTM          2.00%       14.49%
6640  410      100d  556.22  578.47  150.34  172.13          ITM          4.00%       14.50%
6641  695       90d  556.22  567.34    0.44    0.50          OTM          2.00%       14.53%
6642  410       90d  556.22  578.47  149.92  171.73          ITM          4.00%       14.55%
6643  490       50d  556.22  567.34   69.42   79.53          ITM          2.00%       14.56%
6644  505       90d  556.22  567.34   60.13   68.89          ITM          2.00%       14.58%
6645  410       80d  556.22  578.47  149.50  171.32          ITM          4.00%       14.59%
6646  450       80d  556.22  572.91  110.06  126.13          ITM          3.00%       14.60%
6647  510      100d  556.22  567.34   57.24   65.61          ITM          2.00%       14.63%
6648  410       70d  556.22  578.47  149.09  170.91          ITM          4.00%       14.64%
6649  410       60d  556.22  578.47  148.68  170.51          ITM          4.00%       14.68%
6650  485       20d  556.22  567.34   72.23   82.84          ITM          2.00%       14.69%
6651  675       80d  556.22  567.34    0.63    0.72          OTM          2.00%       14.72%
6652  450       70d  556.22  572.91  109.53  125.65          ITM          3.00%       14.72%
6653  410       50d  556.22  578.47  148.27  170.10          ITM          4.00%       14.72%
6654  410       40d  556.22  578.47  147.86  169.69          ITM          4.00%       14.76%
6655  410       30d  556.22  578.47  147.45  169.29          ITM          4.00%       14.81%
6656  495       60d  556.22  567.34   65.66   75.39          ITM          2.00%       14.82%
6657  450       60d  556.22  572.91  109.02  125.19          ITM          3.00%       14.83%
6658  410       20d  556.22  578.47  147.04  168.88          ITM          4.00%       14.85%
6659  455      100d  556.22  572.91  106.35  122.21          ITM          3.00%       14.91%
6660  450       50d  556.22  572.91  108.53  124.73          ITM          3.00%       14.93%
6661  415      100d  556.22  578.47  145.41  167.19          ITM          4.00%       14.98%
6662  500       70d  556.22  567.34   62.19   71.50          ITM          2.00%       14.98%
6663  490       40d  556.22  567.34   68.62   78.91          ITM          2.00%       15.00%
6664  450       40d  556.22  572.91  108.06  124.27          ITM          3.00%       15.01%
6665  415       90d  556.22  578.47  144.98  166.77          ITM          4.00%       15.03%
6666  455       90d  556.22  572.91  105.76  121.69          ITM          3.00%       15.07%
6667  505       80d  556.22  567.34   58.99   67.88          ITM          2.00%       15.07%
6668  450       30d  556.22  572.91  107.59  123.82          ITM          3.00%       15.08%
6669  415       80d  556.22  578.47  144.56  166.36          ITM          4.00%       15.08%
6670  510       90d  556.22  567.34   56.05   64.52          ITM          2.00%       15.12%
6671  655       70d  556.22  567.34    0.94    1.08          OTM          2.00%       15.12%
6672  515      100d  556.22  567.34   53.34   61.41          ITM          2.00%       15.13%
6673  415       70d  556.22  578.47  144.14  165.95          ITM          4.00%       15.13%
6674  450       20d  556.22  572.91  107.14  123.36          ITM          3.00%       15.15%
6675  415       60d  556.22  578.47  143.72  165.54          ITM          4.00%       15.18%
6676  455       80d  556.22  572.91  105.18  121.19          ITM          3.00%       15.22%
6677  415       50d  556.22  578.47  143.30  165.12          ITM          4.00%       15.23%
6678  415       40d  556.22  578.47  142.89  164.71          ITM          4.00%       15.27%
6679  620       50d  556.22  567.34    1.83    2.11          OTM          2.00%       15.28%
6680  415       30d  556.22  578.47  142.47  164.30          ITM          4.00%       15.32%
6681  495       50d  556.22  567.34   64.71   74.64          ITM          2.00%       15.34%
6682  690       90d  556.22  567.34    0.53    0.61          OTM          2.00%       15.36%
6683  415       20d  556.22  578.47  142.05  163.88          ITM          4.00%       15.37%
6684  455       70d  556.22  572.91  104.62  120.70          ITM          3.00%       15.37%
